# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/ne/nwis/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-04-02 17:36:47 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06785000 Middle Loup River at Saint Paul, Nebr.
# -----------------------------------------------------------------------------------
#
# Data provided for site 06785000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	06785000	2012-01-12	1290	A:e
USGS	06785000	2012-01-13	1080	A:e
USGS	06785000	2012-01-14	1300	A:e
USGS	06785000	2012-01-15	1420	A:e
USGS	06785000	2012-01-16	1510	A:e
USGS	06785000	2012-01-17	1210	A:e
USGS	06785000	2012-01-18	1080	A:e
USGS	06785000	2012-01-19	1240	A:e
USGS	06785000	2012-01-20	978	A:e
USGS	06785000	2012-01-21	1110	A:e
USGS	06785000	2012-01-22	1180	A:e
USGS	06785000	2012-01-23	1340	A:e
USGS	06785000	2012-01-24	1380	A:e
USGS	06785000	2012-01-25	1300	A:e
USGS	06785000	2012-01-26	1390	A:e
USGS	06785000	2012-01-27	1470	A:e
USGS	06785000	2012-01-28	1410	A:e
USGS	06785000	2012-01-29	1340	A:e
USGS	06785000	2012-01-30	1500	A:e
USGS	06785000	2012-01-31	1880	A
USGS	06785000	2012-02-01	1850	A
USGS	06785000	2012-02-02	1850	A
USGS	06785000	2012-02-03	1830	A
USGS	06785000	2012-02-04	1750	A:e
USGS	06785000	2012-02-05	1600	A:e
USGS	06785000	2012-02-06	1460	A:e
USGS	06785000	2012-02-07	1550	A:e
USGS	06785000	2012-02-08	1480	A:e
USGS	06785000	2012-02-09	1390	A:e
USGS	06785000	2012-02-10	1490	A:e
USGS	06785000	2012-02-11	1290	A:e
USGS	06785000	2012-02-12	1040	A:e
USGS	06785000	2012-02-13	1230	A:e
USGS	06785000	2012-02-14	1370	A:e
USGS	06785000	2012-02-15	1420	A:e
USGS	06785000	2012-02-16	1460	A:e
USGS	06785000	2012-02-17	1380	A:e
USGS	06785000	2012-02-18	1390	A:e
USGS	06785000	2012-02-19	1300	A:e
USGS	06785000	2012-02-20	1460	A
USGS	06785000	2012-02-21	1560	A
USGS	06785000	2012-02-22	1640	A
USGS	06785000	2012-02-23	1600	A
USGS	06785000	2012-02-24	1720	A
USGS	06785000	2012-02-25	1470	A
USGS	06785000	2012-02-26	1410	A
USGS	06785000	2012-02-27	1330	A
USGS	06785000	2012-02-28	1240	A
USGS	06785000	2012-02-29	1260	A
USGS	06785000	2012-03-01	1310	A
USGS	06785000	2012-03-02	1130	A
USGS	06785000	2012-03-03	1130	A
USGS	06785000	2012-03-04	1230	A
USGS	06785000	2012-03-05	1330	A
USGS	06785000	2012-03-06	1520	A
USGS	06785000	2012-03-07	1550	A
USGS	06785000	2012-03-08	1560	A
USGS	06785000	2012-03-09	1560	A
USGS	06785000	2012-03-10	1530	A
USGS	06785000	2012-03-11	1400	A
USGS	06785000	2012-03-12	1520	A
USGS	06785000	2012-03-13	1630	A
USGS	06785000	2012-03-14	1670	A
USGS	06785000	2012-03-15	1640	A
USGS	06785000	2012-03-16	1520	A
USGS	06785000	2012-03-17	1550	A
USGS	06785000	2012-03-18	1550	A
USGS	06785000	2012-03-19	1420	A
USGS	06785000	2012-03-20	1600	A
USGS	06785000	2012-03-21	1570	A
USGS	06785000	2012-03-22	1550	A
USGS	06785000	2012-03-23	1650	A
USGS	06785000	2012-03-24	1790	A
USGS	06785000	2012-03-25	1870	A
USGS	06785000	2012-03-26	1780	A
USGS	06785000	2012-03-27	1650	A
USGS	06785000	2012-03-28	1910	A
USGS	06785000	2012-03-29	1420	A
USGS	06785000	2012-03-30	1220	A
USGS	06785000	2012-03-31	1050	A
USGS	06785000	2012-04-01	1020	A
USGS	06785000	2012-04-02	1060	A
USGS	06785000	2012-04-03	1170	A
USGS	06785000	2012-04-04	1030	A
USGS	06785000	2012-04-05	934	A
USGS	06785000	2012-04-06	784	A
USGS	06785000	2012-04-07	863	A
USGS	06785000	2012-04-08	920	A
USGS	06785000	2012-04-09	915	A
USGS	06785000	2012-04-10	1010	A
USGS	06785000	2012-04-11	1030	A
USGS	06785000	2012-04-12	957	A
USGS	06785000	2012-04-13	1140	A
USGS	06785000	2012-04-14	967	A
USGS	06785000	2012-04-15	1120	A
USGS	06785000	2012-04-16	1310	A
USGS	06785000	2012-04-17	876	A
USGS	06785000	2012-04-18	972	A
USGS	06785000	2012-04-19	1040	A
USGS	06785000	2012-04-20	1110	A
USGS	06785000	2012-04-21	1050	A
USGS	06785000	2012-04-22	880	A
USGS	06785000	2012-04-23	848	A
USGS	06785000	2012-04-24	843	A
USGS	06785000	2012-04-25	903	A
USGS	06785000	2012-04-26	977	A
USGS	06785000	2012-04-27	947	A
USGS	06785000	2012-04-28	1600	A
USGS	06785000	2012-04-29	1120	A
USGS	06785000	2012-04-30	743	A
USGS	06785000	2012-05-01	677	A
USGS	06785000	2012-05-02	717	A
USGS	06785000	2012-05-03	890	A
USGS	06785000	2012-05-04	952	A
USGS	06785000	2012-05-05	913	A
USGS	06785000	2012-05-06	1030	A
USGS	06785000	2012-05-07	1170	A
USGS	06785000	2012-05-08	1050	A
USGS	06785000	2012-05-09	882	A
USGS	06785000	2012-05-10	804	A
USGS	06785000	2012-05-11	723	A
USGS	06785000	2012-05-12	786	A
USGS	06785000	2012-05-13	848	A
USGS	06785000	2012-05-14	881	A
USGS	06785000	2012-05-15	823	A
USGS	06785000	2012-05-16	787	A
USGS	06785000	2012-05-17	764	A
USGS	06785000	2012-05-18	735	A
USGS	06785000	2012-05-19	695	A
USGS	06785000	2012-05-20	761	A
USGS	06785000	2012-05-21	851	A
USGS	06785000	2012-05-22	819	A
USGS	06785000	2012-05-23	764	A
USGS	06785000	2012-05-24	887	A
USGS	06785000	2012-05-25	1040	A
USGS	06785000	2012-05-26	1140	A
USGS	06785000	2012-05-27	954	A
USGS	06785000	2012-05-28	1020	A
USGS	06785000	2012-05-29	962	A
USGS	06785000	2012-05-30	939	A
USGS	06785000	2012-05-31	931	A
USGS	06785000	2012-06-01	927	A
USGS	06785000	2012-06-02	953	A
USGS	06785000	2012-06-03	1050	A
USGS	06785000	2012-06-04	882	A
USGS	06785000	2012-06-05	842	A
USGS	06785000	2012-06-06	676	A
USGS	06785000	2012-06-07	559	A
USGS	06785000	2012-06-08	510	A
USGS	06785000	2012-06-09	461	A
USGS	06785000	2012-06-10	395	A
USGS	06785000	2012-06-11	356	A
USGS	06785000	2012-06-12	354	A
USGS	06785000	2012-06-13	358	A
USGS	06785000	2012-06-14	340	A
USGS	06785000	2012-06-15	373	A
USGS	06785000	2012-06-16	361	A
USGS	06785000	2012-06-17	371	A
USGS	06785000	2012-06-18	324	A
USGS	06785000	2012-06-19	290	A
USGS	06785000	2012-06-20	271	A
USGS	06785000	2012-06-21	301	A
USGS	06785000	2012-06-22	299	A
USGS	06785000	2012-06-23	320	A
USGS	06785000	2012-06-24	265	A
USGS	06785000	2012-06-25	263	A
USGS	06785000	2012-06-26	257	A
USGS	06785000	2012-06-27	242	A
USGS	06785000	2012-06-28	234	A
USGS	06785000	2012-06-29	245	A
USGS	06785000	2012-06-30	219	A
USGS	06785000	2012-07-01	227	A
USGS	06785000	2012-07-02	236	A
USGS	06785000	2012-07-03	227	A
USGS	06785000	2012-07-04	218	A
USGS	06785000	2012-07-05	186	A
USGS	06785000	2012-07-06	164	A
USGS	06785000	2012-07-07	131	A
USGS	06785000	2012-07-08	184	A
USGS	06785000	2012-07-09	196	A
USGS	06785000	2012-07-10	175	A
USGS	06785000	2012-07-11	158	A
USGS	06785000	2012-07-12	169	A
USGS	06785000	2012-07-13	178	A
USGS	06785000	2012-07-14	187	A
USGS	06785000	2012-07-15	155	A
USGS	06785000	2012-07-16	121	A
USGS	06785000	2012-07-17	130	A
USGS	06785000	2012-07-18	133	A
USGS	06785000	2012-07-19	148	A
USGS	06785000	2012-07-20	138	A
USGS	06785000	2012-07-21	120	A
USGS	06785000	2012-07-22	110	A
USGS	06785000	2012-07-23	114	A
USGS	06785000	2012-07-24	116	A
USGS	06785000	2012-07-25	93	A
USGS	06785000	2012-07-26	104	A
USGS	06785000	2012-07-27	123	A
USGS	06785000	2012-07-28	147	A
USGS	06785000	2012-07-29	123	A
USGS	06785000	2012-07-30	132	A
USGS	06785000	2012-07-31	127	A
USGS	06785000	2012-08-01	134	A
USGS	06785000	2012-08-02	175	A
USGS	06785000	2012-08-03	162	A
USGS	06785000	2012-08-04	138	A
USGS	06785000	2012-08-05	140	A
USGS	06785000	2012-08-06	149	A
USGS	06785000	2012-08-07	159	A
USGS	06785000	2012-08-08	150	A
USGS	06785000	2012-08-09	117	A
USGS	06785000	2012-08-10	101	A
USGS	06785000	2012-08-11	109	A
USGS	06785000	2012-08-12	115	A
USGS	06785000	2012-08-13	89	A
USGS	06785000	2012-08-14	68	A
USGS	06785000	2012-08-15	49	A
USGS	06785000	2012-08-16	93	A
USGS	06785000	2012-08-17	103	A
USGS	06785000	2012-08-18	120	A
USGS	06785000	2012-08-19	135	A
USGS	06785000	2012-08-20	149	A
USGS	06785000	2012-08-21	163	A
USGS	06785000	2012-08-22	157	A
USGS	06785000	2012-08-23	150	A
USGS	06785000	2012-08-24	165	A
USGS	06785000	2012-08-25	188	A
USGS	06785000	2012-08-26	233	A
USGS	06785000	2012-08-27	229	A
USGS	06785000	2012-08-28	211	A
USGS	06785000	2012-08-29	190	A
USGS	06785000	2012-08-30	170	A
USGS	06785000	2012-08-31	145	A
USGS	06785000	2012-09-01	143	A
USGS	06785000	2012-09-02	133	A
USGS	06785000	2012-09-03	143	A
USGS	06785000	2012-09-04	171	A
USGS	06785000	2012-09-05	167	A
USGS	06785000	2012-09-06	160	A
USGS	06785000	2012-09-07	172	A
USGS	06785000	2012-09-08	190	A
USGS	06785000	2012-09-09	170	A
USGS	06785000	2012-09-10	169	A
USGS	06785000	2012-09-11	174	A
USGS	06785000	2012-09-12	211	A
USGS	06785000	2012-09-13	233	A
USGS	06785000	2012-09-14	225	A
USGS	06785000	2012-09-15	215	A
USGS	06785000	2012-09-16	264	A
USGS	06785000	2012-09-17	292	A
USGS	06785000	2012-09-18	285	A
USGS	06785000	2012-09-19	337	A
USGS	06785000	2012-09-20	379	A
USGS	06785000	2012-09-21	482	A
USGS	06785000	2012-09-22	424	A
USGS	06785000	2012-09-23	398	A
USGS	06785000	2012-09-24	401	A
USGS	06785000	2012-09-25	418	A
USGS	06785000	2012-09-26	442	A
USGS	06785000	2012-09-27	457	A
USGS	06785000	2012-09-28	465	A
USGS	06785000	2012-09-29	474	A
USGS	06785000	2012-09-30	495	A
USGS	06785000	2012-10-01	464	A
USGS	06785000	2012-10-02	469	A
USGS	06785000	2012-10-03	487	A
USGS	06785000	2012-10-04	481	A
USGS	06785000	2012-10-05	463	A
