# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/ne/nwis/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-03-12 10:58:45 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06775500 Middle Loup River at Dunning, Nebr.
# -----------------------------------------------------------------------------------
#
# Data provided for site 06775500
#    DD parameter statistic   Description
#    08   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	08_00060_00003	08_00060_00003_cd
USGS	06775500	2011-05-12	524	A
USGS	06775500	2011-05-13	490	A
USGS	06775500	2011-05-14	472	A
USGS	06775500	2011-05-15	468	A
USGS	06775500	2011-05-16	477	A
USGS	06775500	2011-05-17	487	A
USGS	06775500	2011-05-18	501	A
USGS	06775500	2011-05-19	497	A
USGS	06775500	2011-05-20	534	A
USGS	06775500	2011-05-21	542	A
USGS	06775500	2011-05-22	536	A
USGS	06775500	2011-05-23	537	A
USGS	06775500	2011-05-24	558	A
USGS	06775500	2011-05-25	556	A
USGS	06775500	2011-05-26	514	A
USGS	06775500	2011-05-27	519	A
USGS	06775500	2011-05-28	505	A
USGS	06775500	2011-05-29	502	A
USGS	06775500	2011-05-30	496	A
USGS	06775500	2011-05-31	468	A
USGS	06775500	2011-06-01	459	A
USGS	06775500	2011-06-02	445	A
USGS	06775500	2011-06-03	435	A
USGS	06775500	2011-06-04	428	A
USGS	06775500	2011-06-05	427	A
USGS	06775500	2011-06-06	422	A
USGS	06775500	2011-06-07	415	A
USGS	06775500	2011-06-08	408	A
USGS	06775500	2011-06-09	420	A
USGS	06775500	2011-06-10	422	A
USGS	06775500	2011-06-11	402	A
USGS	06775500	2011-06-12	391	A
USGS	06775500	2011-06-13	406	A
USGS	06775500	2011-06-14	441	A
USGS	06775500	2011-06-15	431	A
USGS	06775500	2011-06-16	415	A
USGS	06775500	2011-06-17	454	A
USGS	06775500	2011-06-18	434	A
USGS	06775500	2011-06-19	426	A
USGS	06775500	2011-06-20	484	A
USGS	06775500	2011-06-21	564	A
USGS	06775500	2011-06-22	515	A
USGS	06775500	2011-06-23	495	A
USGS	06775500	2011-06-24	484	A
USGS	06775500	2011-06-25	484	A
USGS	06775500	2011-06-26	473	A
USGS	06775500	2011-06-27	500	A
USGS	06775500	2011-06-28	468	A
USGS	06775500	2011-06-29	453	A
USGS	06775500	2011-06-30	450	A
USGS	06775500	2011-07-01	446	A
USGS	06775500	2011-07-02	442	A
USGS	06775500	2011-07-03	439	A
USGS	06775500	2011-07-04	428	A
USGS	06775500	2011-07-05	432	A
USGS	06775500	2011-07-06	456	A
USGS	06775500	2011-07-07	554	A
USGS	06775500	2011-07-08	465	A
USGS	06775500	2011-07-09	445	A
USGS	06775500	2011-07-10	441	A
USGS	06775500	2011-07-11	441	A
USGS	06775500	2011-07-12	639	A
USGS	06775500	2011-07-13	763	A
USGS	06775500	2011-07-14	650	A
USGS	06775500	2011-07-15	624	A
USGS	06775500	2011-07-16	601	A
USGS	06775500	2011-07-17	575	A
USGS	06775500	2011-07-18	569	A
USGS	06775500	2011-07-19	561	A
USGS	06775500	2011-07-20	542	A
USGS	06775500	2011-07-21	539	A
USGS	06775500	2011-07-22	534	A
USGS	06775500	2011-07-23	524	A
USGS	06775500	2011-07-24	520	A
USGS	06775500	2011-07-25	512	A
USGS	06775500	2011-07-26	575	A
USGS	06775500	2011-07-27	589	A
USGS	06775500	2011-07-28	561	A
USGS	06775500	2011-07-29	534	A
USGS	06775500	2011-07-30	528	A
USGS	06775500	2011-07-31	521	A
USGS	06775500	2011-08-01	507	A
USGS	06775500	2011-08-02	499	A
USGS	06775500	2011-08-03	497	A
USGS	06775500	2011-08-04	497	A
USGS	06775500	2011-08-05	520	A
USGS	06775500	2011-08-06	507	A
USGS	06775500	2011-08-07	510	A
USGS	06775500	2011-08-08	508	A
USGS	06775500	2011-08-09	508	A
USGS	06775500	2011-08-10	529	A
USGS	06775500	2011-08-11	538	A
USGS	06775500	2011-08-12	544	A
USGS	06775500	2011-08-13	516	A
USGS	06775500	2011-08-14	506	A
USGS	06775500	2011-08-15	507	A
USGS	06775500	2011-08-16	506	A
USGS	06775500	2011-08-17	493	A
USGS	06775500	2011-08-18	499	A
USGS	06775500	2011-08-19	540	A
USGS	06775500	2011-08-20	503	A
USGS	06775500	2011-08-21	503	A
USGS	06775500	2011-08-22	499	A
USGS	06775500	2011-08-23	500	A
USGS	06775500	2011-08-24	499	A
USGS	06775500	2011-08-25	482	A
USGS	06775500	2011-08-26	476	A
USGS	06775500	2011-08-27	480	A
USGS	06775500	2011-08-28	493	A
USGS	06775500	2011-08-29	495	A
USGS	06775500	2011-08-30	505	A
USGS	06775500	2011-08-31	506	A
USGS	06775500	2011-09-01	498	A
USGS	06775500	2011-09-02	507	A
USGS	06775500	2011-09-03	505	A
USGS	06775500	2011-09-04	489	A
USGS	06775500	2011-09-05	481	A
USGS	06775500	2011-09-06	482	A
USGS	06775500	2011-09-07	472	A
USGS	06775500	2011-09-08	474	A
USGS	06775500	2011-09-09	472	A
USGS	06775500	2011-09-10	467	A
USGS	06775500	2011-09-11	467	A
USGS	06775500	2011-09-12	471	A
USGS	06775500	2011-09-13	475	A
USGS	06775500	2011-09-14	481	A
USGS	06775500	2011-09-15	492	A
USGS	06775500	2011-09-16	496	A
USGS	06775500	2011-09-17	484	A
USGS	06775500	2011-09-18	477	A
USGS	06775500	2011-09-19	474	A
USGS	06775500	2011-09-20	482	A
USGS	06775500	2011-09-21	478	A
USGS	06775500	2011-09-22	476	A
USGS	06775500	2011-09-23	471	A
USGS	06775500	2011-09-24	468	A
USGS	06775500	2011-09-25	471	A
USGS	06775500	2011-09-26	470	A
USGS	06775500	2011-09-27	472	A
USGS	06775500	2011-09-28	471	A
USGS	06775500	2011-09-29	468	A
USGS	06775500	2011-09-30	461	A
USGS	06775500	2011-10-01	455	A
USGS	06775500	2011-10-02	455	A
USGS	06775500	2011-10-03	447	A
USGS	06775500	2011-10-04	446	A
USGS	06775500	2011-10-05	446	A
USGS	06775500	2011-10-06	448	A
USGS	06775500	2011-10-07	484	A
USGS	06775500	2011-10-08	540	A
USGS	06775500	2011-10-09	520	A
USGS	06775500	2011-10-10	496	A
USGS	06775500	2011-10-11	496	A
USGS	06775500	2011-10-12	494	A
USGS	06775500	2011-10-13	473	A
USGS	06775500	2011-10-14	473	A
USGS	06775500	2011-10-15	460	A
USGS	06775500	2011-10-16	454	A
USGS	06775500	2011-10-17	480	A
USGS	06775500	2011-10-18	475	A
USGS	06775500	2011-10-19	466	A
USGS	06775500	2011-10-20	472	A
USGS	06775500	2011-10-21	483	A
USGS	06775500	2011-10-22	483	A
USGS	06775500	2011-10-23	497	A
USGS	06775500	2011-10-24	490	A
USGS	06775500	2011-10-25	493	A
USGS	06775500	2011-10-26	469	A
USGS	06775500	2011-10-27	462	A
USGS	06775500	2011-10-28	464	A
USGS	06775500	2011-10-29	468	A
USGS	06775500	2011-10-30	478	A
USGS	06775500	2011-10-31	482	A
USGS	06775500	2011-11-01	495	A
USGS	06775500	2011-11-02	512	A
USGS	06775500	2011-11-03	469	A
USGS	06775500	2011-11-04	479	A
USGS	06775500	2011-11-05	487	A
USGS	06775500	2011-11-06	528	A
USGS	06775500	2011-11-07	513	A
USGS	06775500	2011-11-08	508	A
USGS	06775500	2011-11-09	520	A
USGS	06775500	2011-11-10	500	A
USGS	06775500	2011-11-11	518	A
USGS	06775500	2011-11-12	517	A
USGS	06775500	2011-11-13	513	A
USGS	06775500	2011-11-14	519	A
USGS	06775500	2011-11-15	518	A
USGS	06775500	2011-11-16	512	A
USGS	06775500	2011-11-17	505	A
USGS	06775500	2011-11-18	505	A
USGS	06775500	2011-11-19	531	A
USGS	06775500	2011-11-20	512	A
USGS	06775500	2011-11-21	504	A
USGS	06775500	2011-11-22	498	A
USGS	06775500	2011-11-23	506	A
USGS	06775500	2011-11-24	532	A
USGS	06775500	2011-11-25	552	A
USGS	06775500	2011-11-26	562	A
USGS	06775500	2011-11-27	499	A
USGS	06775500	2011-11-28	507	A
USGS	06775500	2011-11-29	516	A
USGS	06775500	2011-11-30	523	A
USGS	06775500	2011-12-01	535	A
USGS	06775500	2011-12-02	515	A
USGS	06775500	2011-12-03	491	A
USGS	06775500	2011-12-04	517	A
USGS	06775500	2011-12-05	514	A
USGS	06775500	2011-12-06	497	A
USGS	06775500	2011-12-07	499	A
USGS	06775500	2011-12-08	466	A
USGS	06775500	2011-12-09	464	A
USGS	06775500	2011-12-10	487	A
USGS	06775500	2011-12-11	501	A
USGS	06775500	2011-12-12	517	A
USGS	06775500	2011-12-13	509	A
USGS	06775500	2011-12-14	515	A
USGS	06775500	2011-12-15	511	A
USGS	06775500	2011-12-16	511	A
USGS	06775500	2011-12-17	499	A
USGS	06775500	2011-12-18	491	A
USGS	06775500	2011-12-19	492	A
USGS	06775500	2011-12-20	484	A
USGS	06775500	2011-12-21	508	A
USGS	06775500	2011-12-22	505	A
USGS	06775500	2011-12-23	501	A
USGS	06775500	2011-12-24	498	A
USGS	06775500	2011-12-25	476	A
USGS	06775500	2011-12-26	496	A
USGS	06775500	2011-12-27	495	A
USGS	06775500	2011-12-28	498	A
USGS	06775500	2011-12-29	520	A
USGS	06775500	2011-12-30	532	A
USGS	06775500	2011-12-31	533	A
USGS	06775500	2012-01-01	510	A
USGS	06775500	2012-01-02	483	A
USGS	06775500	2012-01-03	494	A
USGS	06775500	2012-01-04	528	A
USGS	06775500	2012-01-05	543	A
USGS	06775500	2012-01-06	555	A
USGS	06775500	2012-01-07	532	A
USGS	06775500	2012-01-08	516	A
USGS	06775500	2012-01-09	521	A
USGS	06775500	2012-01-10	520	A
USGS	06775500	2012-01-11	546	A
USGS	06775500	2012-01-12	488	A
USGS	06775500	2012-01-13	512	A
USGS	06775500	2012-01-14	486	A
USGS	06775500	2012-01-15	502	A
USGS	06775500	2012-01-16	532	A
USGS	06775500	2012-01-17	546	A
USGS	06775500	2012-01-18	540	A
USGS	06775500	2012-01-19	524	A
USGS	06775500	2012-01-20	538	A
USGS	06775500	2012-01-21	570	A
USGS	06775500	2012-01-22	571	A
USGS	06775500	2012-01-23	507	A
USGS	06775500	2012-01-24	508	A
USGS	06775500	2012-01-25	532	A
USGS	06775500	2012-01-26	543	A
USGS	06775500	2012-01-27	559	A
USGS	06775500	2012-01-28	551	A
USGS	06775500	2012-01-29	521	A
USGS	06775500	2012-01-30	538	A
USGS	06775500	2012-01-31	547	A
USGS	06775500	2012-02-01	539	A
USGS	06775500	2012-02-02	549	A
USGS	06775500	2012-02-03	593	A
USGS	06775500	2012-02-04	575	A
USGS	06775500	2012-02-05	554	A
USGS	06775500	2012-02-06	552	A
USGS	06775500	2012-02-07	552	A
USGS	06775500	2012-02-08	563	A
USGS	06775500	2012-02-09	493	A
USGS	06775500	2012-02-10	505	A
USGS	06775500	2012-02-11	500	A:e
USGS	06775500	2012-02-12	503	A:e
USGS	06775500	2012-02-13	510	A
USGS	06775500	2012-02-14	484	A
USGS	06775500	2012-02-15	536	A
USGS	06775500	2012-02-16	542	A
USGS	06775500	2012-02-17	541	A
USGS	06775500	2012-02-18	546	A
USGS	06775500	2012-02-19	544	A
USGS	06775500	2012-02-20	570	A
USGS	06775500	2012-02-21	551	A
USGS	06775500	2012-02-22	555	A
USGS	06775500	2012-02-23	579	A
USGS	06775500	2012-02-24	551	A
USGS	06775500	2012-02-25	525	A
USGS	06775500	2012-02-26	559	A
USGS	06775500	2012-02-27	512	A
USGS	06775500	2012-02-28	511	A
USGS	06775500	2012-02-29	542	A
USGS	06775500	2012-03-01	534	A
USGS	06775500	2012-03-02	538	A
USGS	06775500	2012-03-03	521	A
USGS	06775500	2012-03-04	540	A
USGS	06775500	2012-03-05	537	A
USGS	06775500	2012-03-06	555	A
USGS	06775500	2012-03-07	574	A
USGS	06775500	2012-03-08	545	A
USGS	06775500	2012-03-09	534	A
USGS	06775500	2012-03-10	533	A
USGS	06775500	2012-03-11	546	A
USGS	06775500	2012-03-12	570	A
USGS	06775500	2012-03-13	559	A
USGS	06775500	2012-03-14	565	A
USGS	06775500	2012-03-15	562	A
USGS	06775500	2012-03-16	570	A
USGS	06775500	2012-03-17	580	A
USGS	06775500	2012-03-18	579	A
USGS	06775500	2012-03-19	589	A
USGS	06775500	2012-03-20	582	A
USGS	06775500	2012-03-21	563	A
USGS	06775500	2012-03-22	596	A
USGS	06775500	2012-03-23	597	A
USGS	06775500	2012-03-24	593	A
USGS	06775500	2012-03-25	613	A
USGS	06775500	2012-03-26	589	A
USGS	06775500	2012-03-27	574	A
USGS	06775500	2012-03-28	551	A
USGS	06775500	2012-03-29	565	A
USGS	06775500	2012-03-30	570	A
USGS	06775500	2012-03-31	558	A
USGS	06775500	2012-04-01	555	A
USGS	06775500	2012-04-02	564	A
USGS	06775500	2012-04-03	524	A
USGS	06775500	2012-04-04	525	A
USGS	06775500	2012-04-05	524	A
USGS	06775500	2012-04-06	539	A
USGS	06775500	2012-04-07	545	A
USGS	06775500	2012-04-08	523	A
USGS	06775500	2012-04-09	522	A
USGS	06775500	2012-04-10	526	A
USGS	06775500	2012-04-11	520	A
USGS	06775500	2012-04-12	527	A
USGS	06775500	2012-04-13	615	A
USGS	06775500	2012-04-14	603	A
USGS	06775500	2012-04-15	646	A
USGS	06775500	2012-04-16	590	A
USGS	06775500	2012-04-17	556	A
USGS	06775500	2012-04-18	540	A
USGS	06775500	2012-04-19	605	A
USGS	06775500	2012-04-20	566	A
USGS	06775500	2012-04-21	559	A
USGS	06775500	2012-04-22	532	A
USGS	06775500	2012-04-23	524	A
USGS	06775500	2012-04-24	526	A
USGS	06775500	2012-04-25	532	A
USGS	06775500	2012-04-26	524	A
USGS	06775500	2012-04-27	570	A
USGS	06775500	2012-04-28	593	A
USGS	06775500	2012-04-29	551	A
USGS	06775500	2012-04-30	554	A
USGS	06775500	2012-05-01	548	A
USGS	06775500	2012-05-02	547	A
USGS	06775500	2012-05-03	536	A
USGS	06775500	2012-05-04	538	A
USGS	06775500	2012-05-05	542	A
USGS	06775500	2012-05-06	565	A
USGS	06775500	2012-05-07	514	A
USGS	06775500	2012-05-08	497	A
USGS	06775500	2012-05-09	489	A
USGS	06775500	2012-05-10	492	A
USGS	06775500	2012-05-11	501	A
USGS	06775500	2012-05-12	486	A
USGS	06775500	2012-05-13	486	A
USGS	06775500	2012-05-14	484	A
USGS	06775500	2012-05-15	497	A
USGS	06775500	2012-05-16	498	A
USGS	06775500	2012-05-17	491	A
USGS	06775500	2012-05-18	488	A
USGS	06775500	2012-05-19	522	A
USGS	06775500	2012-05-20	536	A
USGS	06775500	2012-05-21	503	A
USGS	06775500	2012-05-22	497	A
USGS	06775500	2012-05-23	500	A
USGS	06775500	2012-05-24	512	A
USGS	06775500	2012-05-25	499	A
USGS	06775500	2012-05-26	497	A
USGS	06775500	2012-05-27	496	A
USGS	06775500	2012-05-28	490	A
USGS	06775500	2012-05-29	477	A
USGS	06775500	2012-05-30	480	A
USGS	06775500	2012-05-31	482	A
USGS	06775500	2012-06-01	482	A
USGS	06775500	2012-06-02	482	A
USGS	06775500	2012-06-03	482	A
USGS	06775500	2012-06-04	480	A
USGS	06775500	2012-06-05	479	A
USGS	06775500	2012-06-06	476	A
USGS	06775500	2012-06-07	468	A
USGS	06775500	2012-06-08	455	A
USGS	06775500	2012-06-09	452	A
USGS	06775500	2012-06-10	460	A
USGS	06775500	2012-06-11	455	A
USGS	06775500	2012-06-12	447	A
USGS	06775500	2012-06-13	461	A
USGS	06775500	2012-06-14	458	A
USGS	06775500	2012-06-15	456	A
USGS	06775500	2012-06-16	456	A
USGS	06775500	2012-06-17	453	A
USGS	06775500	2012-06-18	447	A
USGS	06775500	2012-06-19	456	A
USGS	06775500	2012-06-20	458	A
USGS	06775500	2012-06-21	453	A
USGS	06775500	2012-06-22	444	A
USGS	06775500	2012-06-23	442	A
USGS	06775500	2012-06-24	448	A
USGS	06775500	2012-06-25	451	A
USGS	06775500	2012-06-26	446	A
USGS	06775500	2012-06-27	448	A
USGS	06775500	2012-06-28	443	A
USGS	06775500	2012-06-29	441	A
USGS	06775500	2012-06-30	443	A
USGS	06775500	2012-07-01	448	A
USGS	06775500	2012-07-02	439	A
USGS	06775500	2012-07-03	433	A
USGS	06775500	2012-07-04	453	A
USGS	06775500	2012-07-05	460	A
USGS	06775500	2012-07-06	443	A
USGS	06775500	2012-07-07	444	A
USGS	06775500	2012-07-08	444	A
USGS	06775500	2012-07-09	454	A
USGS	06775500	2012-07-10	448	A
USGS	06775500	2012-07-11	445	A
USGS	06775500	2012-07-12	444	A
USGS	06775500	2012-07-13	452	A
USGS	06775500	2012-07-14	449	A
USGS	06775500	2012-07-15	439	A
USGS	06775500	2012-07-16	434	A
USGS	06775500	2012-07-17	437	A
USGS	06775500	2012-07-18	486	A
USGS	06775500	2012-07-19	465	A
USGS	06775500	2012-07-20	455	A
USGS	06775500	2012-07-21	442	A
USGS	06775500	2012-07-22	434	A
USGS	06775500	2012-07-23	432	A
USGS	06775500	2012-07-24	431	A
USGS	06775500	2012-07-25	435	A
USGS	06775500	2012-07-26	439	A
USGS	06775500	2012-07-27	435	A
USGS	06775500	2012-07-28	436	A
USGS	06775500	2012-07-29	437	A
USGS	06775500	2012-07-30	437	A
USGS	06775500	2012-07-31	436	A
USGS	06775500	2012-08-01	438	A
USGS	06775500	2012-08-02	449	A
USGS	06775500	2012-08-03	449	A
USGS	06775500	2012-08-04	471	A
USGS	06775500	2012-08-05	449	A
USGS	06775500	2012-08-06	443	A
USGS	06775500	2012-08-07	446	A
USGS	06775500	2012-08-08	448	A
USGS	06775500	2012-08-09	440	A
USGS	06775500	2012-08-10	443	A
USGS	06775500	2012-08-11	442	A
USGS	06775500	2012-08-12	471	A
USGS	06775500	2012-08-13	451	A
USGS	06775500	2012-08-14	449	A
USGS	06775500	2012-08-15	449	A
USGS	06775500	2012-08-16	441	A
USGS	06775500	2012-08-17	438	A
USGS	06775500	2012-08-18	439	A
USGS	06775500	2012-08-19	438	A
USGS	06775500	2012-08-20	446	A
USGS	06775500	2012-08-21	446	A
USGS	06775500	2012-08-22	439	A
USGS	06775500	2012-08-23	440	A
USGS	06775500	2012-08-24	448	A
USGS	06775500	2012-08-25	451	A
USGS	06775500	2012-08-26	449	A
USGS	06775500	2012-08-27	440	A
USGS	06775500	2012-08-28	437	A
USGS	06775500	2012-08-29	427	A
USGS	06775500	2012-08-30	426	A
USGS	06775500	2012-08-31	431	A
USGS	06775500	2012-09-01	431	A
USGS	06775500	2012-09-02	435	A
USGS	06775500	2012-09-03	441	A
USGS	06775500	2012-09-04	448	A
USGS	06775500	2012-09-05	442	A
USGS	06775500	2012-09-06	441	A
USGS	06775500	2012-09-07	442	A
USGS	06775500	2012-09-08	437	A
USGS	06775500	2012-09-09	430	A
USGS	06775500	2012-09-10	434	A
USGS	06775500	2012-09-11	427	A
USGS	06775500	2012-09-12	441	A
USGS	06775500	2012-09-13	445	A
USGS	06775500	2012-09-14	439	A
USGS	06775500	2012-09-15	438	A
USGS	06775500	2012-09-16	437	A
USGS	06775500	2012-09-17	434	A
USGS	06775500	2012-09-18	433	A
USGS	06775500	2012-09-19	430	A
USGS	06775500	2012-09-20	431	A
USGS	06775500	2012-09-21	436	A
USGS	06775500	2012-09-22	435	A
USGS	06775500	2012-09-23	438	A
USGS	06775500	2012-09-24	439	A
USGS	06775500	2012-09-25	441	A
USGS	06775500	2012-09-26	446	A
USGS	06775500	2012-09-27	444	A
USGS	06775500	2012-09-28	452	A
USGS	06775500	2012-09-29	441	A
USGS	06775500	2012-09-30	439	A
USGS	06775500	2012-10-01	446	A
USGS	06775500	2012-10-02	440	A
USGS	06775500	2012-10-03	440	A
USGS	06775500	2012-10-04	430	A
USGS	06775500	2012-10-05	423	A
USGS	06775500	2012-10-06	419	A
USGS	06775500	2012-10-07	416	A
USGS	06775500	2012-10-08	425	A
USGS	06775500	2012-10-09	435	A
USGS	06775500	2012-10-10	424	A
USGS	06775500	2012-10-11	429	A
USGS	06775500	2012-10-12	419	A
USGS	06775500	2012-10-13	423	A
USGS	06775500	2012-10-14	436	A
USGS	06775500	2012-10-15	434	A
USGS	06775500	2012-10-16	448	A
USGS	06775500	2012-10-17	467	A
USGS	06775500	2012-10-18	440	A
USGS	06775500	2012-10-19	393	A
USGS	06775500	2012-10-20	429	A
USGS	06775500	2012-10-21	468	A
USGS	06775500	2012-10-22	502	A
USGS	06775500	2012-10-23	532	A
USGS	06775500	2012-10-24	554	A
USGS	06775500	2012-10-25	568	A
USGS	06775500	2012-10-26	550	A
USGS	06775500	2012-10-27	551	A
USGS	06775500	2012-10-28	546	A
USGS	06775500	2012-10-29	547	A
USGS	06775500	2012-10-30	557	A
USGS	06775500	2012-10-31	566	A
USGS	06775500	2012-11-01	574	A
USGS	06775500	2012-11-02	574	A
USGS	06775500	2012-11-03	553	A
USGS	06775500	2012-11-04	562	A
USGS	06775500	2012-11-05	560	A
USGS	06775500	2012-11-06	565	A
USGS	06775500	2012-11-07	543	A
