# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/ne/nwis/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-04-02 17:36:48 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06768000 Platte River near Overton, Nebr.
# -----------------------------------------------------------------------------------
#
# Data provided for site 06768000
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	06768000	2011-04-30	3190	A
USGS	06768000	2011-05-01	2300	A
USGS	06768000	2011-05-02	2070	A
USGS	06768000	2011-05-03	2530	A
USGS	06768000	2011-05-04	3260	A
USGS	06768000	2011-05-05	3040	A
USGS	06768000	2011-05-06	3430	A
USGS	06768000	2011-05-07	3420	A
USGS	06768000	2011-05-08	3070	A
USGS	06768000	2011-05-09	3380	A
USGS	06768000	2011-05-10	3290	A
USGS	06768000	2011-05-11	3180	A
USGS	06768000	2011-05-12	3780	A
USGS	06768000	2011-05-13	4000	A
USGS	06768000	2011-05-14	3280	A
USGS	06768000	2011-05-15	3600	A
USGS	06768000	2011-05-16	4180	A
USGS	06768000	2011-05-17	4000	A
USGS	06768000	2011-05-18	3800	A
USGS	06768000	2011-05-19	3930	A
USGS	06768000	2011-05-20	4040	A
USGS	06768000	2011-05-21	4470	A
USGS	06768000	2011-05-22	4690	A
USGS	06768000	2011-05-23	4900	A
USGS	06768000	2011-05-24	5390	A
USGS	06768000	2011-05-25	6220	A
USGS	06768000	2011-05-26	6800	A
USGS	06768000	2011-05-27	7090	A
USGS	06768000	2011-05-28	7020	A
USGS	06768000	2011-05-29	6910	A
USGS	06768000	2011-05-30	6890	A
USGS	06768000	2011-05-31	6910	A
USGS	06768000	2011-06-01	6950	A
USGS	06768000	2011-06-02	7140	A
USGS	06768000	2011-06-03	7100	A
USGS	06768000	2011-06-04	7070	A
USGS	06768000	2011-06-05	7230	A
USGS	06768000	2011-06-06	7300	A
USGS	06768000	2011-06-07	7280	A
USGS	06768000	2011-06-08	7300	A
USGS	06768000	2011-06-09	7340	A
USGS	06768000	2011-06-10	7080	A
USGS	06768000	2011-06-11	7100	A
USGS	06768000	2011-06-12	7390	A
USGS	06768000	2011-06-13	7420	A
USGS	06768000	2011-06-14	7480	A
USGS	06768000	2011-06-15	7420	A
USGS	06768000	2011-06-16	7570	A
USGS	06768000	2011-06-17	7460	A
USGS	06768000	2011-06-18	7640	A
USGS	06768000	2011-06-19	8160	A
USGS	06768000	2011-06-20	8500	A
USGS	06768000	2011-06-21	8670	A
USGS	06768000	2011-06-22	8330	A
USGS	06768000	2011-06-23	8350	A
USGS	06768000	2011-06-24	8580	A
USGS	06768000	2011-06-25	8720	A
USGS	06768000	2011-06-26	8540	A
USGS	06768000	2011-06-27	8300	A
USGS	06768000	2011-06-28	7750	A
USGS	06768000	2011-06-29	7630	A
USGS	06768000	2011-06-30	7440	A
USGS	06768000	2011-07-01	7320	A
USGS	06768000	2011-07-02	7060	A
USGS	06768000	2011-07-03	7180	A
USGS	06768000	2011-07-04	6680	A
USGS	06768000	2011-07-05	6610	A
USGS	06768000	2011-07-06	6380	A
USGS	06768000	2011-07-07	6640	A
USGS	06768000	2011-07-08	6270	A
USGS	06768000	2011-07-09	5820	A
USGS	06768000	2011-07-10	5530	A
USGS	06768000	2011-07-11	5650	A
USGS	06768000	2011-07-12	5740	A
USGS	06768000	2011-07-13	5550	A
USGS	06768000	2011-07-14	5600	A
USGS	06768000	2011-07-15	5280	A
USGS	06768000	2011-07-16	5350	A
USGS	06768000	2011-07-17	5470	A
USGS	06768000	2011-07-18	5660	A
USGS	06768000	2011-07-19	5570	A
USGS	06768000	2011-07-20	5350	A
USGS	06768000	2011-07-21	5550	A
USGS	06768000	2011-07-22	5700	A
USGS	06768000	2011-07-23	5620	A
USGS	06768000	2011-07-24	5780	A
USGS	06768000	2011-07-25	6070	A
USGS	06768000	2011-07-26	5610	A
USGS	06768000	2011-07-27	5370	A
USGS	06768000	2011-07-28	4920	A
USGS	06768000	2011-07-29	4800	A
USGS	06768000	2011-07-30	4750	A
USGS	06768000	2011-07-31	4550	A
USGS	06768000	2011-08-01	4290	A
USGS	06768000	2011-08-02	4060	A
USGS	06768000	2011-08-03	3820	A
USGS	06768000	2011-08-04	3920	A
USGS	06768000	2011-08-05	4480	A
USGS	06768000	2011-08-06	5120	A
USGS	06768000	2011-08-07	4590	A
USGS	06768000	2011-08-08	4770	A
USGS	06768000	2011-08-09	4970	A
USGS	06768000	2011-08-10	5080	A
USGS	06768000	2011-08-11	5040	A
USGS	06768000	2011-08-12	5090	A
USGS	06768000	2011-08-13	5090	A
USGS	06768000	2011-08-14	4840	A
USGS	06768000	2011-08-15	4960	A
USGS	06768000	2011-08-16	4620	A
USGS	06768000	2011-08-17	4160	A
USGS	06768000	2011-08-18	3650	A
USGS	06768000	2011-08-19	3260	A
USGS	06768000	2011-08-20	3130	A
USGS	06768000	2011-08-21	3310	A
USGS	06768000	2011-08-22	3470	A
USGS	06768000	2011-08-23	3410	A
USGS	06768000	2011-08-24	3260	A
USGS	06768000	2011-08-25	3250	A
USGS	06768000	2011-08-26	3290	A
USGS	06768000	2011-08-27	3480	A
USGS	06768000	2011-08-28	3590	A
USGS	06768000	2011-08-29	3690	A
USGS	06768000	2011-08-30	4100	A
USGS	06768000	2011-08-31	4120	A
USGS	06768000	2011-09-01	4050	A
USGS	06768000	2011-09-02	4580	A
USGS	06768000	2011-09-03	4610	A
USGS	06768000	2011-09-04	4540	A
USGS	06768000	2011-09-05	4470	A
USGS	06768000	2011-09-06	4310	A
USGS	06768000	2011-09-07	4140	A
USGS	06768000	2011-09-08	4140	A
USGS	06768000	2011-09-09	4270	A
USGS	06768000	2011-09-10	4400	A
USGS	06768000	2011-09-11	4440	A
USGS	06768000	2011-09-12	4430	A
USGS	06768000	2011-09-13	4400	A
USGS	06768000	2011-09-14	4470	A
USGS	06768000	2011-09-15	4560	A
USGS	06768000	2011-09-16	4700	A
USGS	06768000	2011-09-17	4670	A
USGS	06768000	2011-09-18	4780	A
USGS	06768000	2011-09-19	4830	A
USGS	06768000	2011-09-20	4890	A
USGS	06768000	2011-09-21	4880	A
USGS	06768000	2011-09-22	4880	A
USGS	06768000	2011-09-23	4840	A
USGS	06768000	2011-09-24	4900	A
USGS	06768000	2011-09-25	4880	A
USGS	06768000	2011-09-26	4810	A
USGS	06768000	2011-09-27	4020	A
USGS	06768000	2011-09-28	4020	A
USGS	06768000	2011-09-29	4050	A
USGS	06768000	2011-09-30	3900	A
USGS	06768000	2011-10-01	4480	A
USGS	06768000	2011-10-02	4420	A
USGS	06768000	2011-10-03	4490	A
USGS	06768000	2011-10-04	4570	A
USGS	06768000	2011-10-05	4590	A
USGS	06768000	2011-10-06	4470	A
USGS	06768000	2011-10-07	4190	A
USGS	06768000	2011-10-08	4320	A
USGS	06768000	2011-10-09	4640	A
USGS	06768000	2011-10-10	4540	A
USGS	06768000	2011-10-11	3950	A
USGS	06768000	2011-10-12	3650	A
USGS	06768000	2011-10-13	3300	A
USGS	06768000	2011-10-14	3200	A
USGS	06768000	2011-10-15	3250	A
USGS	06768000	2011-10-16	3560	A
USGS	06768000	2011-10-17	3670	A
USGS	06768000	2011-10-18	3700	A
USGS	06768000	2011-10-19	3750	A
USGS	06768000	2011-10-20	3350	A
USGS	06768000	2011-10-21	3070	A
USGS	06768000	2011-10-22	3020	A
USGS	06768000	2011-10-23	3070	A
USGS	06768000	2011-10-24	3130	A
USGS	06768000	2011-10-25	3090	A
USGS	06768000	2011-10-26	3060	A
USGS	06768000	2011-10-27	3100	A
USGS	06768000	2011-10-28	3050	A
USGS	06768000	2011-10-29	3080	A
USGS	06768000	2011-10-30	3070	A
USGS	06768000	2011-10-31	3030	A
USGS	06768000	2011-11-01	2830	A
USGS	06768000	2011-11-02	2870	A
USGS	06768000	2011-11-03	2840	A
USGS	06768000	2011-11-04	2720	A
USGS	06768000	2011-11-05	2710	A
USGS	06768000	2011-11-06	2780	A
USGS	06768000	2011-11-07	2790	A
USGS	06768000	2011-11-08	2760	A
USGS	06768000	2011-11-09	2760	A
USGS	06768000	2011-11-10	2800	A
USGS	06768000	2011-11-11	2760	A
USGS	06768000	2011-11-12	2790	A
USGS	06768000	2011-11-13	2820	A
USGS	06768000	2011-11-14	2680	A
USGS	06768000	2011-11-15	2640	A
USGS	06768000	2011-11-16	2590	A
USGS	06768000	2011-11-17	2610	A
USGS	06768000	2011-11-18	2570	A
USGS	06768000	2011-11-19	2660	A
USGS	06768000	2011-11-20	2690	A
USGS	06768000	2011-11-21	2410	A
USGS	06768000	2011-11-22	2800	A
USGS	06768000	2011-11-23	2660	A
USGS	06768000	2011-11-24	2650	A
USGS	06768000	2011-11-25	2710	A
USGS	06768000	2011-11-26	2700	A
USGS	06768000	2011-11-27	2680	A
USGS	06768000	2011-11-28	2660	A
USGS	06768000	2011-11-29	2580	A
USGS	06768000	2011-11-30	2550	A
USGS	06768000	2011-12-01	2530	A
USGS	06768000	2011-12-02	2510	A
USGS	06768000	2011-12-03	2540	A
USGS	06768000	2011-12-04	2490	A:e
USGS	06768000	2011-12-05	2490	A
USGS	06768000	2011-12-06	2300	A
USGS	06768000	2011-12-07	2250	A
USGS	06768000	2011-12-08	1450	A
USGS	06768000	2011-12-09	2130	A
USGS	06768000	2011-12-10	2520	A
USGS	06768000	2011-12-11	2470	A
USGS	06768000	2011-12-12	2950	A
USGS	06768000	2011-12-13	3010	A
USGS	06768000	2011-12-14	2850	A
USGS	06768000	2011-12-15	2860	A
USGS	06768000	2011-12-16	2920	A
USGS	06768000	2011-12-17	2960	A
USGS	06768000	2011-12-18	2850	A
USGS	06768000	2011-12-19	2720	A
USGS	06768000	2011-12-20	1840	A
USGS	06768000	2011-12-21	2610	A
USGS	06768000	2011-12-22	2550	A
USGS	06768000	2011-12-23	2770	A
USGS	06768000	2011-12-24	3010	A
USGS	06768000	2011-12-25	3110	A
USGS	06768000	2011-12-26	3120	A
USGS	06768000	2011-12-27	3050	A
USGS	06768000	2011-12-28	2850	A
USGS	06768000	2011-12-29	2930	A
USGS	06768000	2011-12-30	2950	A
USGS	06768000	2011-12-31	2970	A
USGS	06768000	2012-01-01	2860	A
USGS	06768000	2012-01-02	2850	A
USGS	06768000	2012-01-03	2830	A:e
USGS	06768000	2012-01-04	2840	A
USGS	06768000	2012-01-05	2830	A
USGS	06768000	2012-01-06	2840	A
USGS	06768000	2012-01-07	3050	A
USGS	06768000	2012-01-08	3030	A
USGS	06768000	2012-01-09	2770	A
USGS	06768000	2012-01-10	1940	A
USGS	06768000	2012-01-11	2690	A
USGS	06768000	2012-01-12	2400	A:e
USGS	06768000	2012-01-13	1570	A
USGS	06768000	2012-01-14	2760	A
USGS	06768000	2012-01-15	3430	A
USGS	06768000	2012-01-16	3230	A
USGS	06768000	2012-01-17	2220	A
USGS	06768000	2012-01-18	2710	A:e
USGS	06768000	2012-01-19	3050	A:e
USGS	06768000	2012-01-20	2840	A
USGS	06768000	2012-01-21	2400	A
USGS	06768000	2012-01-22	1980	A
USGS	06768000	2012-01-23	2380	A
USGS	06768000	2012-01-24	1950	A
USGS	06768000	2012-01-25	2710	A
USGS	06768000	2012-01-26	2760	A
USGS	06768000	2012-01-27	2570	A
USGS	06768000	2012-01-28	2710	A
USGS	06768000	2012-01-29	2600	A
USGS	06768000	2012-01-30	2720	A
USGS	06768000	2012-01-31	2760	A
USGS	06768000	2012-02-01	2730	A
USGS	06768000	2012-02-02	2710	A
USGS	06768000	2012-02-03	2780	A
USGS	06768000	2012-02-04	2920	A
USGS	06768000	2012-02-05	2960	A
USGS	06768000	2012-02-06	2960	A
USGS	06768000	2012-02-07	2870	A
USGS	06768000	2012-02-08	2810	A
USGS	06768000	2012-02-09	2700	A
USGS	06768000	2012-02-10	2680	A:e
USGS	06768000	2012-02-11	2720	A:e
USGS	06768000	2012-02-12	2700	A:e
USGS	06768000	2012-02-13	1670	A
USGS	06768000	2012-02-14	2460	A
USGS	06768000	2012-02-15	3170	A
USGS	06768000	2012-02-16	3060	A
USGS	06768000	2012-02-17	2860	A
USGS	06768000	2012-02-18	2930	A
USGS	06768000	2012-02-19	3070	A
USGS	06768000	2012-02-20	3060	A
USGS	06768000	2012-02-21	3100	A
USGS	06768000	2012-02-22	3060	A
USGS	06768000	2012-02-23	3010	A
USGS	06768000	2012-02-24	2880	A
USGS	06768000	2012-02-25	2670	A
USGS	06768000	2012-02-26	2570	A
USGS	06768000	2012-02-27	2690	A
USGS	06768000	2012-02-28	2770	A
USGS	06768000	2012-02-29	2800	A
USGS	06768000	2012-03-01	2830	A
USGS	06768000	2012-03-02	2830	A
USGS	06768000	2012-03-03	2660	A
USGS	06768000	2012-03-04	2730	A
USGS	06768000	2012-03-05	2810	A
USGS	06768000	2012-03-06	2740	A
USGS	06768000	2012-03-07	2810	A
USGS	06768000	2012-03-08	2830	A
USGS	06768000	2012-03-09	2730	A
USGS	06768000	2012-03-10	2440	A
USGS	06768000	2012-03-11	2620	A
USGS	06768000	2012-03-12	2340	A
USGS	06768000	2012-03-13	2580	A
USGS	06768000	2012-03-14	2390	A
USGS	06768000	2012-03-15	2310	A
USGS	06768000	2012-03-16	1700	A:e
USGS	06768000	2012-03-17	1630	A:e
USGS	06768000	2012-03-18	2030	A:e
USGS	06768000	2012-03-19	2180	A:e
USGS	06768000	2012-03-20	2040	A:e
USGS	06768000	2012-03-21	1910	A:e
USGS	06768000	2012-03-22	1590	A:e
USGS	06768000	2012-03-23	1570	A:e
USGS	06768000	2012-03-24	1560	A:e
USGS	06768000	2012-03-25	1530	A:e
USGS	06768000	2012-03-26	1580	A:e
USGS	06768000	2012-03-27	1460	A:e
USGS	06768000	2012-03-28	1080	A:e
USGS	06768000	2012-03-29	556	A
USGS	06768000	2012-03-30	1270	A
USGS	06768000	2012-03-31	1620	A
USGS	06768000	2012-04-01	1550	A
USGS	06768000	2012-04-02	1630	A
USGS	06768000	2012-04-03	1940	A
USGS	06768000	2012-04-04	1940	A
USGS	06768000	2012-04-05	1920	A
USGS	06768000	2012-04-06	1670	A:e
USGS	06768000	2012-04-07	1560	A:e
USGS	06768000	2012-04-08	1540	A:e
USGS	06768000	2012-04-09	1530	A:e
USGS	06768000	2012-04-10	1530	A:e
USGS	06768000	2012-04-11	1700	A
USGS	06768000	2012-04-12	1860	A
USGS	06768000	2012-04-13	1960	A
USGS	06768000	2012-04-14	2060	A
USGS	06768000	2012-04-15	2120	A
USGS	06768000	2012-04-16	2280	A
USGS	06768000	2012-04-17	2660	A
USGS	06768000	2012-04-18	2980	A:e
USGS	06768000	2012-04-19	2890	A:e
USGS	06768000	2012-04-20	2030	A:e
USGS	06768000	2012-04-21	1760	A:e
USGS	06768000	2012-04-22	1690	A:e
USGS	06768000	2012-04-23	1650	A:e
USGS	06768000	2012-04-24	1630	A:e
USGS	06768000	2012-04-25	1560	A:e
USGS	06768000	2012-04-26	1340	A:e
USGS	06768000	2012-04-27	1270	A
USGS	06768000	2012-04-28	1370	A
USGS	06768000	2012-04-29	1390	A
USGS	06768000	2012-04-30	1100	A
USGS	06768000	2012-05-01	900	A
USGS	06768000	2012-05-02	1640	A
USGS	06768000	2012-05-03	985	A:e
USGS	06768000	2012-05-04	1290	A
USGS	06768000	2012-05-05	961	A
USGS	06768000	2012-05-06	380	A:e
USGS	06768000	2012-05-07	617	A
USGS	06768000	2012-05-08	465	A:e
USGS	06768000	2012-05-09	660	A:e
USGS	06768000	2012-05-10	545	A:e
USGS	06768000	2012-05-11	382	A
USGS	06768000	2012-05-12	825	A
USGS	06768000	2012-05-13	779	A
USGS	06768000	2012-05-14	340	A:e
USGS	06768000	2012-05-15	380	A:e
USGS	06768000	2012-05-16	325	A:e
USGS	06768000	2012-05-17	285	A:e
USGS	06768000	2012-05-18	220	A:e
USGS	06768000	2012-05-19	191	A
USGS	06768000	2012-05-20	234	A
USGS	06768000	2012-05-21	228	A
USGS	06768000	2012-05-22	291	A
USGS	06768000	2012-05-23	298	A
USGS	06768000	2012-05-24	342	A
USGS	06768000	2012-05-25	252	A
USGS	06768000	2012-05-26	352	A
USGS	06768000	2012-05-27	667	A
USGS	06768000	2012-05-28	1120	A
USGS	06768000	2012-05-29	1810	A
USGS	06768000	2012-05-30	997	A
USGS	06768000	2012-05-31	684	A
USGS	06768000	2012-06-01	819	A
USGS	06768000	2012-06-02	778	A
USGS	06768000	2012-06-03	734	A
USGS	06768000	2012-06-04	685	A
USGS	06768000	2012-06-05	751	A
USGS	06768000	2012-06-06	469	A
USGS	06768000	2012-06-07	393	A
USGS	06768000	2012-06-08	292	A:e
USGS	06768000	2012-06-09	282	A:e
USGS	06768000	2012-06-10	433	A:e
USGS	06768000	2012-06-11	421	A:e
USGS	06768000	2012-06-12	264	A:e
USGS	06768000	2012-06-13	165	A:e
USGS	06768000	2012-06-14	193	A:e
USGS	06768000	2012-06-15	218	A:e
USGS	06768000	2012-06-16	228	A:e
USGS	06768000	2012-06-17	212	A:e
USGS	06768000	2012-06-18	200	A:e
USGS	06768000	2012-06-19	198	A:e
USGS	06768000	2012-06-20	167	A:e
USGS	06768000	2012-06-21	159	A:e
USGS	06768000	2012-06-22	149	A:e
USGS	06768000	2012-06-23	167	A:e
USGS	06768000	2012-06-24	168	A:e
USGS	06768000	2012-06-25	187	A:e
USGS	06768000	2012-06-26	191	A:e
USGS	06768000	2012-06-27	178	A:e
USGS	06768000	2012-06-28	163	A:e
USGS	06768000	2012-06-29	152	A:e
USGS	06768000	2012-06-30	150	A:e
USGS	06768000	2012-07-01	157	A:e
USGS	06768000	2012-07-02	163	A:e
USGS	06768000	2012-07-03	163	A:e
USGS	06768000	2012-07-04	152	A:e
USGS	06768000	2012-07-05	125	A:e
USGS	06768000	2012-07-06	113	A:e
USGS	06768000	2012-07-07	105	A:e
USGS	06768000	2012-07-08	91	A:e
USGS	06768000	2012-07-09	102	A:e
USGS	06768000	2012-07-10	110	A:e
USGS	06768000	2012-07-11	270	A:e
USGS	06768000	2012-07-12	450	A:e
USGS	06768000	2012-07-13	140	A:e
USGS	06768000	2012-07-14	120	A:e
USGS	06768000	2012-07-15	101	A:e
USGS	06768000	2012-07-16	88	A:e
USGS	06768000	2012-07-17	80	A:e
USGS	06768000	2012-07-18	80	A:e
USGS	06768000	2012-07-19	82	A:e
USGS	06768000	2012-07-20	82	A:e
USGS	06768000	2012-07-21	74	A:e
USGS	06768000	2012-07-22	242	A:e
USGS	06768000	2012-07-23	420	A:e
USGS	06768000	2012-07-24	400	A:e
USGS	06768000	2012-07-25	303	A:e
USGS	06768000	2012-07-26	181	A:e
USGS	06768000	2012-07-27	122	A:e
USGS	06768000	2012-07-28	98	A:e
USGS	06768000	2012-07-29	81	A:e
USGS	06768000	2012-07-30	80	A:e
USGS	06768000	2012-07-31	74	A:e
USGS	06768000	2012-08-01	86	A:e
USGS	06768000	2012-08-02	656	A
USGS	06768000	2012-08-03	1150	A
USGS	06768000	2012-08-04	1110	A
USGS	06768000	2012-08-05	450	A
USGS	06768000	2012-08-06	226	A:e
USGS	06768000	2012-08-07	176	A:e
USGS	06768000	2012-08-08	118	A:e
USGS	06768000	2012-08-09	86	A:e
USGS	06768000	2012-08-10	81	A:e
USGS	06768000	2012-08-11	68	A:e
USGS	06768000	2012-08-12	79	A:e
USGS	06768000	2012-08-13	366	A
USGS	06768000	2012-08-14	375	A
USGS	06768000	2012-08-15	382	A
USGS	06768000	2012-08-16	426	A
USGS	06768000	2012-08-17	394	A
USGS	06768000	2012-08-18	366	A
USGS	06768000	2012-08-19	366	A
USGS	06768000	2012-08-20	391	A
USGS	06768000	2012-08-21	380	A
USGS	06768000	2012-08-22	375	A
USGS	06768000	2012-08-23	386	A
USGS	06768000	2012-08-24	520	A:e
USGS	06768000	2012-08-25	564	A
USGS	06768000	2012-08-26	642	A
USGS	06768000	2012-08-27	642	A
USGS	06768000	2012-08-28	626	A
USGS	06768000	2012-08-29	660	A:e
USGS	06768000	2012-08-30	601	A
USGS	06768000	2012-08-31	642	A
USGS	06768000	2012-09-01	680	A
USGS	06768000	2012-09-02	727	A
USGS	06768000	2012-09-03	644	A
USGS	06768000	2012-09-04	1180	A
USGS	06768000	2012-09-05	2020	A
USGS	06768000	2012-09-06	2070	A:e
USGS	06768000	2012-09-07	2090	A:e
USGS	06768000	2012-09-08	1400	A
USGS	06768000	2012-09-09	660	A:e
USGS	06768000	2012-09-10	557	A:e
USGS	06768000	2012-09-11	274	A:e
USGS	06768000	2012-09-12	97	A
USGS	06768000	2012-09-13	143	A:e
USGS	06768000	2012-09-14	550	A:e
USGS	06768000	2012-09-15	799	A:e
USGS	06768000	2012-09-16	1070	A
USGS	06768000	2012-09-17	967	A
USGS	06768000	2012-09-18	629	A:e
USGS	06768000	2012-09-19	528	A:e
USGS	06768000	2012-09-20	447	A:e
USGS	06768000	2012-09-21	350	A:e
USGS	06768000	2012-09-22	500	A:e
USGS	06768000	2012-09-23	600	A:e
USGS	06768000	2012-09-24	500	A:e
USGS	06768000	2012-09-25	306	A:e
USGS	06768000	2012-09-26	388	A:e
USGS	06768000	2012-09-27	220	A:e
USGS	06768000	2012-09-28	447	A:e
USGS	06768000	2012-09-29	461	A:e
USGS	06768000	2012-09-30	350	A:e
USGS	06768000	2012-10-01	380	P:e
USGS	06768000	2012-10-02	144	P:e
